Date,Open,High,Low,Close,Volume
7/1/2019,96.25,96.87000275,96.25,96.83999634,0
7/2/2019,96.80999756,96.87999725,96.59999847,96.73000336,0
7/5/2019,96.72000122,97.44000244,96.72000122,97.25,0
7/8/2019,97.23000336,97.41999817,97.16000366,97.37999725,0
7/9/2019,97.37999725,97.58999634,97.36000061,97.48999786,0
7/10/2019,97.51000214,97.55000305,97.04000092,97.09999847,0
7/11/2019,97.05999756,97.15000153,96.80000305,97.05000305,0
7/12/2019,97.08000183,97.12000275,96.79000092,96.80999756,0
7/15/2019,96.83999634,96.97000122,96.75,96.93000031,0
7/16/2019,96.91999817,97.44000244,96.91999817,97.40000153,0
7/17/2019,97.36000061,97.44000244,97.16000366,97.22000122,0
7/18/2019,97.19999695,97.26000214,96.66999817,96.79000092,0
7/19/2019,96.81999969,97.29000092,96.76000214,97.15000153,0
7/22/2019,97.15000153,97.30000305,97.12999725,97.26000214,0
7/23/2019,97.30000305,97.73999786,97.30000305,97.70999908,0
7/24/2019,97.72000122,97.80999756,97.55000305,97.73000336,0
7/25/2019,97.69000244,97.91999817,97.5,97.81999969,0
7/26/2019,97.79000092,98.08999634,97.76000214,98.01000214,0
7/29/2019,97.98999786,98.16999817,97.90000153,98.04000092,0
7/30/2019,98.06999969,98.20999908,98.01999664,98.05000305,0
7/31/2019,98.02999878,98.68000031,98.01000214,98.51999664,0
8/1/2019,98.58999634,98.93000031,98.26999664,98.38999939,0
8/2/2019,98.41000366,98.44999695,98.05000305,98.09999847,0
8/5/2019,98.11000061,98.13999939,97.41999817,97.5,0
8/6/2019,97.25,97.76999664,97.20999908,97.62999725,0
8/7/2019,97.55999756,97.84999847,97.30999756,97.54000092,0
8/8/2019,97.59999847,97.73999786,97.43000031,97.62000275,0
8/9/2019,97.56999969,97.63999939,97.36000061,97.48999786,0
8/12/2019,97.54000092,97.73999786,97.31999969,97.37999725,0
8/13/2019,97.48000336,97.84999847,97.31999969,97.80999756,0
8/14/2019,97.80000305,98.05000305,97.66999817,97.98999786,0
8/15/2019,97.94999695,98.23999786,97.81999969,98.13999939,0
8/16/2019,98.12999725,98.33999634,98.11000061,98.13999939,0
8/19/2019,98.16999817,98.38999939,98.12999725,98.34999847,0
8/20/2019,98.36000061,98.44999695,98.12000275,98.19000244,0
8/21/2019,98.16999817,98.33000183,97.94999695,98.30000305,0
8/22/2019,98.25,98.38999939,98.08000183,98.16999817,0
8/23/2019,98.19000244,98.44999695,97.58999634,97.63999939,0
8/26/2019,97.58999634,98.08999634,97.48000336,98.08000183,0
8/27/2019,98.05000305,98.05000305,97.86000061,98,0
8/28/2019,98.01000214,98.26000214,98,98.20999908,0
8/29/2019,98.19000244,98.55000305,98.16000366,98.51000214,0
8/30/2019,98.43000031,99.01999664,98.41000366,98.91999817,0
9/3/2019,99.08000183,99.37000275,98.91999817,98.94999695,0
9/4/2019,98.95999908,98.97000122,98.38999939,98.44999695,0
9/5/2019,98.40000153,98.54000092,98.08999634,98.41000366,0
9/6/2019,98.41999817,98.51999664,98.01000214,98.38999939,0
9/9/2019,98.41999817,98.51000214,98.13999939,98.27999878,0
9/10/2019,98.33000183,98.45999908,98.26000214,98.33000183,0
9/11/2019,98.33000183,98.75,97.86000061,98.65000153,0
9/12/2019,98.62999725,99.09999847,98.19000244,98.30999756,0
9/13/2019,98.41000366,98.43000031,98,98.26000214,0
9/16/2019,98.12000275,98.70999908,98.02999878,98.65000153,0
9/17/2019,98.65000153,98.73999786,98.19000244,98.26000214,0
9/18/2019,98.20999908,98.69000244,98.19000244,98.59999847,0
9/19/2019,98.56999969,98.62000275,98.19999695,98.26999664,0
9/20/2019,98.33999634,98.63999939,98.13999939,98.51000214,0
9/23/2019,98.51000214,98.83000183,98.44999695,98.59999847,0
9/24/2019,98.63999939,98.70999908,98.29000092,98.33999634,0
9/25/2019,98.37999725,99.05999756,98.36000061,99.04000092,0
9/26/2019,98.95999908,99.27999878,98.83999634,99.20999908,0
9/27/2019,99.19000244,99.30999756,98.98999786,99.11000061,0
9/30/2019,99.12000275,99.45999908,99.05000305,99.37999725,0
10/1/2019,99.40000153,99.66999817,99.06999969,99.12999725,0
10/2/2019,99.16000366,99.41999817,98.95999908,99.04000092,0
10/3/2019,99.02999878,99.19000244,98.63999939,98.86000061,0
10/4/2019,98.87000275,99,98.73999786,98.80999756,0
10/7/2019,98.81999969,99.01000214,98.73999786,98.98999786,0
10/8/2019,98.98000336,99.25,98.84999847,99.13999939,0
10/9/2019,99.08999634,99.16000366,98.90000153,99.12000275,0
10/10/2019,98.98000336,99.06999969,98.62000275,98.70999908,0
10/11/2019,98.69999695,98.73999786,98.19999695,98.30000305,0
10/14/2019,98.36000061,98.52999878,98.33999634,98.44999695,0
10/15/2019,98.44999695,98.65000153,98.20999908,98.29000092,0
10/16/2019,98.31999969,98.41999817,97.90000153,98.01000214,0
10/17/2019,97.98999786,98.11000061,97.5,97.61000061,0
10/18/2019,97.59999847,97.66000366,97.13999939,97.27999878,0
10/21/2019,97.33999634,97.40000153,97.15000153,97.33000183,0
