Date,Open,High,Low,Close,Volume
7/1/2019,66.5,66.5,66.5,66.5,46308
7/2/2019,65.19000244,65.5,62.22999954,62.40000153,47774
7/5/2019,63.88000107,64.51999664,62.90999985,64.23000336,34614
7/8/2019,64.37000275,65.12999725,63.79999924,64.11000061,29582
7/9/2019,63.91999817,65.01999664,63.74000168,64.16000366,28731
7/10/2019,64.48999786,67.12999725,64.48999786,67.01000214,40838
7/11/2019,66.72000122,67.63999939,66.44000244,66.51999664,37676
7/12/2019,66.77999878,67.26999664,66.51000214,66.72000122,31996
7/15/2019,66.65000153,67.45999908,66.06999969,66.48000336,35583
7/16/2019,66.12999725,67.08000183,63.84999847,64.34999847,41087
7/17/2019,64.33000183,65.27999878,63.22999954,63.65999985,34392
7/18/2019,63.63000107,64.45999908,61.29000092,61.93000031,48628
7/19/2019,62.58000183,63.34000015,61.84000015,62.47000122,36709
7/22/2019,62.90999985,64.01999664,62.77000046,63.25999832,33851
7/23/2019,63.29000092,64.44999695,62.65999985,63.83000183,31220
7/24/2019,64.23999786,64.66000366,62.59000015,63.18000031,42616
7/25/2019,63.15000153,64.23000336,63.02999878,63.38999939,27929
7/26/2019,63.24000168,63.95999908,63.02000046,63.45999908,26232
7/29/2019,63.11999893,63.90999985,62.90999985,63.70999908,14517
7/30/2019,63.84999847,65.04000092,63.84999847,64.72000122,11005
7/31/2019,64.61000061,65.36000061,64.54000092,65.16999817,893
8/1/2019,65.19000244,65.19000244,65.19000244,65.19000244,63060
8/2/2019,61.09999847,62.93000031,60.88999939,61.88999939,47421
8/5/2019,61.54999924,61.54999924,59.66999817,59.81000137,47722
8/6/2019,60,60.54000092,58.56999969,58.93999863,34335
8/7/2019,58.56000137,59.18999863,55.88000107,56.22999954,52628
8/8/2019,57.36999893,58.00999832,56.77000046,57.38000107,36965
8/9/2019,57.65000153,59.09999847,57.11999893,58.52999878,34015
8/12/2019,58.36000061,58.86999893,57.88000107,58.56999969,30960
8/13/2019,58.40000153,61.5,57.97999954,61.29999924,45522
8/14/2019,60.97999954,61.08000183,58.22999954,59.47999954,45545
8/15/2019,59.04999924,59.41999817,57.68999863,58.22999954,45864
8/16/2019,58.41999817,59.5,58.29000092,58.63999939,25244
8/19/2019,58.63000107,59.91999817,58.59000015,59.74000168,30652
8/20/2019,59.74000168,60.31999969,58.95999908,60.02999878,30782
8/21/2019,60.06000137,61.40999985,60.04999924,60.29999924,33717
8/22/2019,60.41999817,60.88999939,59.47000122,59.91999817,33800
8/23/2019,60.04000092,60.27999878,58.31999969,59.34000015,41613
