Date,Open,High,Low,Close,Adj Close,Volume
7/1/2019,195.2100067,195.2799988,191.9299927,193,193,14181800
7/2/2019,193,195,192.7100067,195,195,9050000
7/3/2019,194.1600037,197.3999939,194.1600037,197.1999969,197.1999969,10246100
7/5/2019,196.1799927,197.0700073,194.1699982,196.3999939,196.3999939,11164100
7/8/2019,195.1900024,196.6799927,193.6399994,195.7599945,195.7599945,9723900
7/9/2019,194.9700012,199.4600067,194.8899994,199.2100067,199.2100067,14698600
7/10/2019,200,202.9600067,199.6699982,202.7299957,202.7299957,20571700
7/11/2019,203.2599945,203.8000031,200.2100067,201.2299957,201.2299957,13678500
7/12/2019,199.6799927,205.3000031,199.1600037,204.8699951,204.8699951,15366300
7/15/2019,204.25,205.3300018,201.8200073,203.9100037,203.9100037,16030300
7/16/2019,203.8899994,205.4700012,203.1000061,203.8399963,203.8399963,12132700
7/17/2019,204.1799927,204.3600006,201.5899963,201.8000031,201.8000031,12083700
7/18/2019,200.1499939,202.4700012,199.3800049,200.7799988,200.7799988,11937900
7/19/2019,202.1799927,202.3300018,198.0700073,198.3600006,198.3600006,12098300
7/22/2019,199.9100037,202.5700073,198.8099976,202.3200073,202.3200073,13589000
7/23/2019,202.8399963,204.2400055,200.9600067,202.3600006,202.3600006,14583700
7/24/2019,197.6300049,204.8099976,197.2200012,204.6600037,204.6600037,32532500
7/25/2019,206.6999969,208.6600037,198.2599945,200.7100067,200.7100067,39889900
7/26/2019,200.1900024,202.8800049,196.25,199.75,199.75,24434000
7/29/2019,199,199.6300049,195.3000031,195.9400024,195.9400024,16530800
7/30/2019,195.3899994,198.7100067,193.5,197.0399933,197.0399933,11903600
7/31/2019,196.9499969,198.7599945,192.6799927,194.2299957,194.2299957,14593500
8/1/2019,194.1699982,198.4700012,190.8800049,192.7299957,192.7299957,17777000
8/2/2019,191.1000061,192.6199951,188.0700073,189.0200043,189.0200043,15297000
8/5/2019,184.6900024,185.6699982,179.3399963,181.7299957,181.7299957,23086700
8/6/2019,183.6900024,185.7899933,183.0899963,184.5099945,184.5099945,18035700
8/7/2019,183.6000061,186.3699951,181.2200012,185.1499939,185.1499939,15833200
8/8/2019,186.6199951,190.3399963,184.0500031,190.1600037,190.1600037,14828900
8/9/2019,190,190.9799957,187.1199951,187.8500061,187.8500061,11058800
8/12/2019,186.8500061,187.5899963,184.4600067,185.3699951,185.3699951,10930900
8/13/2019,185.5200043,191.3800049,185.3699951,188.4499969,188.4499969,13577000
8/14/2019,185.8000031,185.9900055,179.3099976,179.7100067,179.7100067,18903700
8/15/2019,180.9499969,183.1999969,180.0299988,182.5899963,182.5899963,12925900
8/16/2019,183.75,185.1000061,182.3600006,183.6999969,183.6999969,12654600
8/19/2019,186.0099945,187.5,184.8500061,186.1699982,186.1699982,9691200
8/20/2019,185.4499969,186,182.3899994,183.8099976,183.8099976,10083400
8/21/2019,185,185.8999939,183.1399994,183.5500031,183.5500031,8398200
8/22/2019,183.4299927,184.1100006,179.9100037,182.0399933,182.0399933,10821400
8/23/2019,180.8399963,183.1300049,176.6600037,177.75,177.75,17323400
8/26/2019,179.3999939,180.5,178.2400055,180.3600006,180.3600006,8773600
8/27/2019,181.9299927,184.0399933,181.0099945,181.3000031,181.3000031,14399600
8/28/2019,180.5299988,181.9499969,178.9199982,181.7599945,181.7599945,9386100
8/29/2019,183.7700043,186.0800018,183.4700012,185.5700073,185.5700073,10128700
8/30/2019,186.7799988,186.8000031,183.4600067,185.6699982,185.6699982,10774500
9/3/2019,184,185.6699982,182.1100006,182.3899994,182.3899994,9779400
9/4/2019,184.6499939,187.75,183.8899994,187.1399994,187.1399994,11308000
9/5/2019,188.5299988,191.3600006,187.9400024,190.8999939,190.8999939,13876700
9/6/2019,190.2100067,190.2100067,186.3500061,187.4900055,187.4900055,15226800
9/9/2019,187.7299957,188.9799957,185.8500061,188.7599945,188.7599945,14722400
9/10/2019,187.4400024,188.1000061,184.5500031,186.1699982,186.1699982,15455900
