Date,Open,High,Low,Close,Adj Close,Volume
7/1/2019,46.04199982,46.61999893,45.25600052,45.43399811,45.43399811,41067000
7/2/2019,45.77799988,45.83000183,44.44400024,44.90999985,44.90999985,46295000
7/3/2019,47.87799835,48.31399918,46.90200043,46.97999954,46.97999954,71005500
7/5/2019,46.91400146,47.09000015,46.15999985,46.61999893,46.61999893,35328500
7/8/2019,46.2480011,46.45000076,45.73199844,46.06800079,46.06800079,29402500
7/9/2019,45.79399872,46.20000076,45.45600128,46.01200104,46.01200104,30954000
7/10/2019,46.83000183,47.7879982,46.62799835,47.7840004,47.7840004,45728500
7/11/2019,47.62799835,48.29999924,47.15999985,47.72000122,47.72000122,37572000
7/12/2019,47.95000076,49.07600021,47.94200134,49.01599884,49.01599884,46002500
7/15/2019,49.59999847,50.88399887,48.97200012,50.70000076,50.70000076,55000500
7/16/2019,49.86000061,50.70600128,49.58599854,50.47600174,50.47600174,40745000
7/17/2019,51.13399887,51.66199875,50.66999817,50.97200012,50.97200012,48823500
7/18/2019,51.00999832,51.15000153,50.37799835,50.70800018,50.70800018,23793000
7/19/2019,51.13800049,51.99200058,50.92399979,51.63600159,51.63600159,35242000
7/22/2019,51.75,52.43000031,50.83800125,51.13600159,51.13600159,34212000
7/23/2019,51.34199905,52.09600067,50.90000153,52.0340004,52.0340004,25115500
7/24/2019,51.83399963,53.2140007,51.63199997,52.97600174,52.97600174,55364000
7/25/2019,46.70000076,46.90000153,45.11000061,45.76399994,45.76399994,112091500
7/26/2019,45.38399887,46.05199814,44.45000076,45.60800171,45.60800171,50138500
7/29/2019,45.41799927,47.18799973,45.20600128,47.15399933,47.15399933,46366500
7/30/2019,46.58000183,48.67200089,46.43600082,48.45199966,48.45199966,40545000
7/31/2019,48.59999847,49.33599854,47.33000183,48.3219986,48.3219986,45891000
8/1/2019,48.52999878,48.90200043,46.35400009,46.77000046,46.77000046,41297500
8/2/2019,46.27000046,47.25400162,45.84600067,46.86800003,46.86800003,30682500
8/5/2019,45.91999817,46.27399826,45.15599823,45.66400146,45.66400146,35141500
8/6/2019,46.37599945,46.5,45.15000153,46.15000153,46.15000153,27821000
8/7/2019,45.29999924,46.7140007,45.15999985,46.68399811,46.68399811,23882500
8/8/2019,46.88999939,47.95999908,46.52999878,47.65999985,47.65999985,26371500
8/9/2019,47.20999908,47.79199982,46.76200104,47.0019989,47.0019989,19491000
8/12/2019,46.59799957,47.15399933,45.75,45.80199814,45.80199814,23319500
8/13/2019,45.76200104,47.20000076,45.50999832,47,47,24240500
8/14/2019,46.24200058,46.29999924,43.33800125,43.92399979,43.92399979,47813000
8/15/2019,44.17200089,44.31200027,42.31000137,43.12799835,43.12799835,40798000
8/16/2019,43.33200073,44.44800186,43.20399857,43.98799896,43.98799896,25492500
8/19/2019,44.84199905,45.56600189,44.34000015,45.36600113,45.36600113,26548000
8/20/2019,45.52399826,45.81800079,44.90800095,45.17200089,45.17200089,20626000
8/21/2019,44.40200043,44.64400101,43.52000046,44.16600037,44.16600037,38971500
8/22/2019,44.56000137,45.08000183,43.64400101,44.43000031,44.43000031,32795000
8/23/2019,43.99399948,44.23400116,42.20000076,42.27999878,42.27999878,42693000
8/26/2019,42.72000122,43.00400162,42.30799866,43,43,25259500
8/27/2019,43.14799881,43.75999832,42.40599823,42.81600189,42.81600189,27081000
8/28/2019,42.73799896,43.45000076,42.4620018,43.11800003,43.11800003,16127500
8/29/2019,43.79999924,44.68000031,43.59999847,44.34199905,44.34199905,25897500
8/30/2019,45.83000183,46.48799896,44.84199905,45.12200165,45.12200165,46603000
9/3/2019,44.81600189,45.79000092,44.63199997,45.0019989,45.0019989,26770500
9/4/2019,45.37799835,45.69200134,43.84199905,44.13600159,44.13600159,28805000
9/5/2019,44.5,45.95999908,44.16999817,45.91600037,45.91600037,36976500
9/6/2019,45.43999863,45.9280014,45.0340004,45.49000168,45.49000168,20947000
9/9/2019,46,46.7519989,45.84600067,46.35800171,46.35800171,24013500
9/10/2019,46.15999985,47.10800171,45.7879982,47.10800171,47.10800171,24418500
9/11/2019,47.47600174,49.63399887,47.20000076,49.41999817,49.41999817,50214000
9/12/2019,49.54000092,50.70000076,48.88000107,49.17399979,49.17399979,42906000
9/13/2019,49.39199829,49.68999863,48.97399902,49.04000092,49.04000092,26565500
9/16/2019,49.20000076,49.48600006,48.23400116,48.56200027,48.56200027,23640500
9/17/2019,48.49399948,49.11999893,48.07400131,48.95800018,48.95800018,19327000
9/18/2019,49,49.63399887,48.47399902,48.69800186,48.69800186,20851000
9/19/2019,49.20000076,49.58800125,48.9679985,49.31999969,49.31999969,23979000
9/20/2019,49.29800034,49.38999939,47.63199997,48.12400055,48.12400055,31765000
9/23/2019,48,49.0359993,47.84400177,48.24599838,48.24599838,21701000
9/24/2019,48.30400085,48.39799881,44.52199936,44.64199829,44.64199829,64457500
9/25/2019,44.91199875,45.79600143,43.67200089,45.74000168,45.74000168,47135500
9/26/2019,46.13199997,48.66199875,45.47999954,48.51200104,48.51200104,59422500
9/27/2019,48.43999863,49.74200058,47.74599838,48.42599869,48.42599869,55582000
9/30/2019,48.59999847,48.79600143,47.22200012,48.17399979,48.17399979,29399000
10/1/2019,48.29999924,49.18999863,47.82600021,48.93799973,48.93799973,30813000
10/2/2019,48.65800095,48.93000031,47.88600159,48.62599945,48.62599945,28157000
10/3/2019,46.37200165,46.89599991,44.85599899,46.60599899,46.60599899,75422500
10/4/2019,46.3219986,46.95600128,45.61399841,46.2859993,46.2859993,39975000
10/7/2019,45.95999908,47.7120018,45.70999908,47.54399872,47.54399872,40321000
10/8/2019,47.17399979,48.7879982,46.90000153,48.00999832,48.00999832,43391000
10/9/2019,48.26399994,49.45999908,48.13000107,48.90599823,48.90599823,34472000
10/10/2019,49.05599976,49.85599899,48.31600189,48.94800186,48.94800186,31416500
10/11/2019,49.43000031,50.2159996,49.36199951,49.57799911,49.57799911,42377000
10/14/2019,49.58000183,51.70999908,49.42599869,51.39199829,51.39199829,51025000
10/15/2019,51.54000092,52,50.82400131,51.57799911,51.57799911,32164000
10/16/2019,51.47800064,52.41999817,51.38399887,51.95000076,51.95000076,33420500
10/17/2019,52.5,52.95600128,52.0340004,52.39400101,52.39400101,23846500
10/18/2019,52.13999939,52.56000137,51.02000046,51.38999939,51.38999939,28749000
10/21/2019,51.66600037,51.90000153,50.0359993,50.70000076,50.70000076,25101500
10/22/2019,50.86399841,51.66600037,50.16999817,51.11600113,51.11600113,23004000
10/23/2019,50.90000153,51.22800064,50.27000046,50.93600082,50.93600082,26305500
10/24/2019,59.67399979,60.98600006,57.84000015,59.93600082,59.93600082,148604500
10/25/2019,59.54399872,66,59.22200012,65.62599945,65.62599945,150030500
10/28/2019,65.50800323,68.16799927,64.51999664,65.54199982,65.54199982,94351500
10/29/2019,63.9980011,64.86000061,62.95000076,63.24399948,63.24399948,63421500
10/30/2019,62.59999847,63.75799942,61.99399948,63.0019989,63.0019989,48209000
10/31/2019,62.61999893,63.79999924,62.59999847,62.98400116,62.98400116,25335000
11/1/2019,63.26399994,63.29600143,61.95999908,62.66199875,62.66199875,31919500
11/4/2019,62.95999908,64.38800049,61.85200119,63.49399948,63.49399948,43935000
11/5/2019,63.92399979,64.70200348,63.22399902,63.44400024,63.44400024,34717000
11/6/2019,63.59999847,65.34400177,62.90000153,65.31600189,65.31600189,39704500
11/7/2019,65.82800293,68.30000305,65.60399628,67.10800171,67.10800171,72336500
11/8/2019,66.90000153,67.49199677,66.5,67.4280014,67.4280014,30346000
11/11/2019,68.79000092,69.83799744,68.40000153,69.01799774,69.01799774,49933500
11/12/2019,69.37999725,70.0739975,68.80799866,69.98600006,69.98600006,36797000
11/13/2019,71,71.26599884,69.03600311,69.22200012,69.22200012,42100500
11/14/2019,69.22200012,70.76799774,68.58200073,69.87000275,69.87000275,32324500
11/15/2019,70.12799835,70.55999756,69.67199707,70.43399811,70.43399811,24045000
11/18/2019,70.58399963,70.62999725,69.22000122,69.9980011,69.9980011,22002000
11/19/2019,70.34999847,71.9980011,69.55999756,71.90399933,71.90399933,38624000
11/20/2019,72,72.23999786,69.91400146,70.44400024,70.44400024,33625500
11/21/2019,70.90200043,72.16799927,70.80000305,70.96600342,70.96600342,30550000
11/22/2019,68.03199768,68.19999695,66,66.60800171,66.60800171,84353000
11/25/2019,68.86399841,68.91400146,66.89199829,67.26799774,67.26799774,61697500
11/26/2019,67.05400085,67.09999847,65.41999817,65.78399658,65.78399658,39737000
11/27/2019,66.22399902,66.78600311,65.71399689,66.25800323,66.25800323,27778000
11/29/2019,66.22200012,66.2519989,65.5,65.98799896,65.98799896,12328000
12/2/2019,65.87999725,67.27600098,65.73799896,66.97399902,66.97399902,30372500
12/3/2019,66.52400208,67.58200073,66.43800354,67.23999786,67.23999786,32868500
12/4/2019,67.55000305,67.5719986,66.56999969,66.60600281,66.60600281,27665000
12/5/2019,66.56600189,66.88400269,65.44999695,66.0739975,66.0739975,18623000
12/6/2019,67,67.77200317,66.95400238,67.1780014,67.1780014,38062000
12/9/2019,67.31800079,68.88999939,67.01599884,67.90599823,67.90599823,45115500
12/10/2019,67.99199677,70.14600372,67.86199951,69.76799774,69.76799774,44141500
12/11/2019,70.37599945,71.43800354,70.21800232,70.54000092,70.54000092,34489000
12/12/2019,70.98400116,72.54799652,70.64600372,71.93599701,71.93599701,38819500
12/13/2019,72.20999908,73.04199982,70.9280014,71.6780014,71.6780014,32854500
